"id","fulfillmentSite","storeName","shoppingCenter","address","phoneNumber","geoLocation","timezone","storeType","isInventoryExposedOnline","isBopisEnabled","isCurbsidePickupEnabled","storePickupLocationName","storeHours","distanceInMiles"
500,"0500","Wayside Retail Store","Wayside Commons","{""addressLine1"":""6 Wayside Road"",""city"":""Burlington"",""jurisdictionCode"":""MA"",""postalCode"":""01803""}","1-888-552-9866","{""latitude"":42.485813,""longitude"":-71.192459}","America/New_York","Retail",true,true,true,"Wayside Commons","[{""calendarDate"":""2022-10-20"",""dayOfWeek"":""Thursday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-21"",""dayOfWeek"":""Friday"",""openTime"":""10:00"",""closeTime"":""21:00"",""totalOpenHours"":11},{""calendarDate"":""2022-10-22"",""dayOfWeek"":""Saturday"",""openTime"":""10:00"",""closeTime"":""21:00"",""totalOpenHours"":11},{""calendarDate"":""2022-10-23"",""dayOfWeek"":""Sunday"",""openTime"":""11:00"",""closeTime"":""18:00"",""totalOpenHours"":7},{""calendarDate"":""2022-10-24"",""dayOfWeek"":""Monday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-25"",""dayOfWeek"":""Tuesday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-26"",""dayOfWeek"":""Wednesday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10}]",861.22
770,"0770","Legacy Place Retail Store","Legacy Place","{""addressLine1"":""340 Legacy Place"",""city"":""Dedham"",""jurisdictionCode"":""MA"",""postalCode"":""02026""}","1-800-650-6358","{""latitude"":42.2323489,""longitude"":-71.1789134}","America/New_York","Retail",true,true,true,"Legacy Place","[{""calendarDate"":""2022-10-20"",""dayOfWeek"":""Thursday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-21"",""dayOfWeek"":""Friday"",""openTime"":""10:00"",""closeTime"":""21:00"",""totalOpenHours"":11},{""calendarDate"":""2022-10-22"",""dayOfWeek"":""Saturday"",""openTime"":""10:00"",""closeTime"":""21:00"",""totalOpenHours"":11},{""calendarDate"":""2022-10-23"",""dayOfWeek"":""Sunday"",""openTime"":""11:00"",""closeTime"":""18:00"",""totalOpenHours"":7},{""calendarDate"":""2022-10-24"",""dayOfWeek"":""Monday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-25"",""dayOfWeek"":""Tuesday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-26"",""dayOfWeek"":""Wednesday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10}]",865.14
550,"0550","Mansfield Retail Store","Mansfield Crossing","{""addressLine1"":""280 School Street"",""city"":""Mansfield"",""jurisdictionCode"":""MA"",""postalCode"":""02048""}","1-888-552-5547","{""latitude"":42.012716,""longitude"":-71.230951}","America/New_York","Retail",true,true,true,"Mansfield Crossing","[{""calendarDate"":""2022-10-20"",""dayOfWeek"":""Thursday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-21"",""dayOfWeek"":""Friday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-22"",""dayOfWeek"":""Saturday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-23"",""dayOfWeek"":""Sunday"",""openTime"":""10:00"",""closeTime"":""18:00"",""totalOpenHours"":8},{""calendarDate"":""2022-10-24"",""dayOfWeek"":""Monday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-25"",""dayOfWeek"":""Tuesday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-26"",""dayOfWeek"":""Wednesday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10}]",865.6
1380,"1380","Seaport Retail Store","One Seaport","{""addressLine1"":""56 Seaport Blvd."",""city"":""Boston"",""jurisdictionCode"":""MA"",""postalCode"":""02210""}","1-888-660-1572","{""latitude"":42.35308874,""longitude"":-71.0476676}","America/New_York","Retail",true,true,false,"One Seaport","[{""calendarDate"":""2022-10-20"",""dayOfWeek"":""Thursday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-21"",""dayOfWeek"":""Friday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-22"",""dayOfWeek"":""Saturday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-23"",""dayOfWeek"":""Sunday"",""openTime"":""11:00"",""closeTime"":""18:00"",""totalOpenHours"":7},{""calendarDate"":""2022-10-24"",""dayOfWeek"":""Monday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-25"",""dayOfWeek"":""Tuesday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-26"",""dayOfWeek"":""Wednesday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10}]",870.15
1020,"1020","Lafayette Outlet Store","Lafayette Crossing","{""addressLine1"":""35 Lafayette Road"",""city"":""North Hampton"",""jurisdictionCode"":""NH"",""postalCode"":""03862""}","1-888-615-9965","{""latitude"":42.968557,""longitude"":-70.8351061}","America/New_York","Outlet",false,false,false,"Lafayette Crossing","[{""calendarDate"":""2022-10-20"",""dayOfWeek"":""Thursday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-21"",""dayOfWeek"":""Friday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-22"",""dayOfWeek"":""Saturday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-23"",""dayOfWeek"":""Sunday"",""openTime"":""10:00"",""closeTime"":""18:00"",""totalOpenHours"":8},{""calendarDate"":""2022-10-24"",""dayOfWeek"":""Monday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-25"",""dayOfWeek"":""Tuesday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-26"",""dayOfWeek"":""Wednesday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10}]",873.91
730,"0730","Wareham Outlet Store","Wareham Crossing Mall","{""addressLine1"":""2421 Cranberry Hwy. Rt. 28"",""city"":""Wareham"",""jurisdictionCode"":""MA"",""postalCode"":""02571""}","1-508-291-0915","{""latitude"":41.7741903,""longitude"":-70.7420536}","America/New_York","Outlet",false,false,false,"Wareham Crossing Mall","[{""calendarDate"":""2022-10-20"",""dayOfWeek"":""Thursday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-21"",""dayOfWeek"":""Friday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-22"",""dayOfWeek"":""Saturday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-23"",""dayOfWeek"":""Sunday"",""openTime"":""10:00"",""closeTime"":""18:00"",""totalOpenHours"":8},{""calendarDate"":""2022-10-24"",""dayOfWeek"":""Monday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-25"",""dayOfWeek"":""Tuesday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-26"",""dayOfWeek"":""Wednesday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10}]",893.79
840,"0840","Park Meadows Retail Store","Park Meadows","{""addressLine1"":""8525 Park Meadows Center Drive"",""city"":""Lone Tree"",""jurisdictionCode"":""CO"",""postalCode"":""80124""}","1-888-615-9975","{""latitude"":39.56268068,""longitude"":-104.8754093}","America/Denver","Retail",true,true,true,"Park Meadows","[{""calendarDate"":""2022-10-20"",""dayOfWeek"":""Thursday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-21"",""dayOfWeek"":""Friday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-22"",""dayOfWeek"":""Saturday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-23"",""dayOfWeek"":""Sunday"",""openTime"":""11:00"",""closeTime"":""18:00"",""totalOpenHours"":7},{""calendarDate"":""2022-10-24"",""dayOfWeek"":""Monday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-25"",""dayOfWeek"":""Tuesday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10},{""calendarDate"":""2022-10-26"",""dayOfWeek"":""Wednesday"",""openTime"":""10:00"",""closeTime"":""20:00"",""totalOpenHours"":10}]",903.18
860,"0860","Home Store","L.L.Bean Flagship Campus","{""addressLine1"":""12 Nathan Nye Street"",""city"":""Freeport"",""jurisdictionCode"":""ME"",""postalCode"":""04032""}","1-877-755-2326","{""latitude"":43.857218,""longitude"":-70.104677}","America/New_York","Retail",true,true,true,"Home Store","[{""calendarDate"":""2022-10-20"",""dayOfWeek"":""Thursday"",""openTime"":""07:00"",""closeTime"":""22:00"",""totalOpenHours"":15},{""calendarDate"":""2022-10-21"",""dayOfWeek"":""Friday"",""openTime"":""07:00"",""closeTime"":""22:00"",""totalOpenHours"":15},{""calendarDate"":""2022-10-22"",""dayOfWeek"":""Saturday"",""openTime"":""07:00"",""closeTime"":""22:00"",""totalOpenHours"":15},{""calendarDate"":""2022-10-23"",""dayOfWeek"":""Sunday"",""openTime"":""07:00"",""closeTime"":""22:00"",""totalOpenHours"":15},{""calendarDate"":""2022-10-24"",""dayOfWeek"":""Monday"",""openTime"":""07:00"",""closeTime"":""22:00"",""totalOpenHours"":15},{""calendarDate"":""2022-10-25"",""dayOfWeek"":""Tuesday"",""openTime"":""07:00"",""closeTime"":""22:00"",""totalOpenHours"":15},{""calendarDate"":""2022-10-26"",""dayOfWeek"":""Wednesday"",""openTime"":""07:00"",""closeTime"":""22:00"",""totalOpenHours"":15}]",903.8
520,"0520","Bike, Boat, & Ski Store","L.L.Bean Flagship Campus","{""addressLine1"":""57 Main Street"",""city"":""Freeport"",""jurisdictionCode"":""ME"",""postalCode"":""04032""}","1-877-755-2326","{""latitude"":43.85702,""longitude"":-70.103687}","America/New_York","Retail",true,true,true,"Bike, Boat, & Ski Store","[{""calendarDate"":""2022-10-20"",""dayOfWeek"":""Thursday"",""openTime"":""07:00"",""closeTime"":""22:00"",""totalOpenHours"":15},{""calendarDate"":""2022-10-21"",""dayOfWeek"":""Friday"",""openTime"":""07:00"",""closeTime"":""22:00"",""totalOpenHours"":15},{""calendarDate"":""2022-10-22"",""dayOfWeek"":""Saturday"",""openTime"":""07:00"",""closeTime"":""22:00"",""totalOpenHours"":15},{""calendarDate"":""2022-10-23"",""dayOfWeek"":""Sunday"",""openTime"":""07:00"",""closeTime"":""22:00"",""totalOpenHours"":15},{""calendarDate"":""2022-10-24"",""dayOfWeek"":""Monday"",""openTime"":""07:00"",""closeTime"":""22:00"",""totalOpenHours"":15},{""calendarDate"":""2022-10-25"",""dayOfWeek"":""Tuesday"",""openTime"":""07:00"",""closeTime"":""22:00"",""totalOpenHours"":15},{""calendarDate"":""2022-10-26"",""dayOfWeek"":""Wednesday"",""openTime"":""07:00"",""closeTime"":""22:00"",""totalOpenHours"":15}]",903.85
40,"0040","Flagship Retail Store","L.L.Bean Flagship Campus","{""addressLine1"":""95 Main Street"",""city"":""Freeport"",""jurisdictionCode"":""ME"",""postalCode"":""04032""}","1-877-755-2326","{""latitude"":43.857865,""longitude"":-70.103352}","America/New_York","Retail",true,true,true,"Flagship Retail Store","[{""calendarDate"":""2022-10-20"",""dayOfWeek"":""Thursday"",""openTime"":""00:00"",""closeTime"":""00:00"",""totalOpenHours"":24},{""calendarDate"":""2022-10-21"",""dayOfWeek"":""Friday"",""openTime"":""00:00"",""closeTime"":""00:00"",""totalOpenHours"":24},{""calendarDate"":""2022-10-22"",""dayOfWeek"":""Saturday"",""openTime"":""00:00"",""closeTime"":""00:00"",""totalOpenHours"":24},{""calendarDate"":""2022-10-23"",""dayOfWeek"":""Sunday"",""openTime"":""00:00"",""closeTime"":""00:00"",""totalOpenHours"":24},{""calendarDate"":""2022-10-24"",""dayOfWeek"":""Monday"",""openTime"":""00:00"",""closeTime"":""00:00"",""totalOpenHours"":24},{""calendarDate"":""2022-10-25"",""dayOfWeek"":""Tuesday"",""openTime"":""00:00"",""closeTime"":""00:00"",""totalOpenHours"":24},{""calendarDate"":""2022-10-26"",""dayOfWeek"":""Wednesday"",""openTime"":""00:00"",""closeTime"":""00:00"",""totalOpenHours"":24}]",903.86
80,"0080","Freeport Outlet Store","Village Station","{""addressLine1"":""1 Freeport Village Station"",""city"":""Freeport"",""jurisdictionCode"":""ME"",""postalCode"":""04032""}","1-207-552-7772","{""latitude"":43.8558189,""longitude"":-70.102834}","America/New_York","Outlet",false,false,false,"Village Station","[{""calendarDate"":""2022-10-20"",""dayOfWeek"":""Thursday"",""openTime"":""09:00"",""closeTime"":""21:00"",""totalOpenHours"":12},{""calendarDate"":""2022-10-21"",""dayOfWeek"":""Friday"",""openTime"":""09:00"",""closeTime"":""21:00"",""totalOpenHours"":12},{""calendarDate"":""2022-10-22"",""dayOfWeek"":""Saturday"",""openTime"":""09:00"",""closeTime"":""21:00"",""totalOpenHours"":12},{""calendarDate"":""2022-10-23"",""dayOfWeek"":""Sunday"",""openTime"":""09:00"",""closeTime"":""21:00"",""totalOpenHours"":12},{""calendarDate"":""2022-10-24"",""dayOfWeek"":""Monday"",""openTime"":""09:00"",""closeTime"":""21:00"",""totalOpenHours"":12},{""calendarDate"":""2022-10-25"",""dayOfWeek"":""Tuesday"",""openTime"":""09:00"",""closeTime"":""21:00"",""totalOpenHours"":12},{""calendarDate"":""2022-10-26"",""dayOfWeek"":""Wednesday"",""openTime"":""09:00"",""closeTime"":""21:00"",""totalOpenHours"":12}]",903.89
1280,"1280","Mashpee Retail Store","Mashpee Commons","{""addressLine1"":""7 Market Street"",""city"":""Mashpee"",""jurisdictionCode"":""MA"",""postalCode"":""02649""}","1-888-660-1568","{""latitude"":41.61741,""longitude"":-70.490694}","America/New_York","Retail",true,true,true,"Mashpee Commons","[{""calendarDate"":""2022-10-20"",""dayOfWeek"":""Thursday"",""openTime"":""10:00"",""closeTime"":""18:00"",""totalOpenHours"":8},{""calendarDate"":""2022-10-21"",""dayOfWeek"":""Friday"",""openTime"":""10:00"",""closeTime"":""18:00"",""totalOpenHours"":8},{""calendarDate"":""2022-10-22"",""dayOfWeek"":""Saturday"",""openTime"":""10:00"",""closeTime"":""18:00"",""totalOpenHours"":8},{""calendarDate"":""2022-10-23"",""dayOfWeek"":""Sunday"",""openTime"":""10:00"",""closeTime"":""17:00"",""totalOpenHours"":7},{""calendarDate"":""2022-10-24"",""dayOfWeek"":""Monday"",""openTime"":""10:00"",""closeTime"":""18:00"",""totalOpenHours"":8},{""calendarDate"":""2022-10-25"",""dayOfWeek"":""Tuesday"",""openTime"":""10:00"",""closeTime"":""18:00"",""totalOpenHours"":8},{""calendarDate"":""2022-10-26"",""dayOfWeek"":""Wednesday"",""openTime"":""10:00"",""closeTime"":""18:00"",""totalOpenHours"":8}]",908.94
720,"0720","Bangor Outlet Store","Parkade Shopping Center","{""addressLine1"":""534 Stillwater Avenue"",""city"":""Bangor"",""jurisdictionCode"":""ME"",""postalCode"":""04401""}","1-207-942-0146","{""latitude"":44.83021546,""longitude"":-68.75609453}","America/New_York","Outlet",false,false,false,"Parkade Shopping Center","[{""calendarDate"":""2022-10-20"",""dayOfWeek"":""Thursday"",""openTime"":""09:00"",""closeTime"":""20:00"",""totalOpenHours"":11},{""calendarDate"":""2022-10-21"",""dayOfWeek"":""Friday"",""openTime"":""09:00"",""closeTime"":""20:00"",""totalOpenHours"":11},{""calendarDate"":""2022-10-22"",""dayOfWeek"":""Saturday"",""openTime"":""09:00"",""closeTime"":""20:00"",""totalOpenHours"":11},{""calendarDate"":""2022-10-23"",""dayOfWeek"":""Sunday"",""openTime"":""09:00"",""closeTime"":""20:00"",""totalOpenHours"":11},{""calendarDate"":""2022-10-24"",""dayOfWeek"":""Monday"",""openTime"":""09:00"",""closeTime"":""20:00"",""totalOpenHours"":11},{""calendarDate"":""2022-10-25"",""dayOfWeek"":""Tuesday"",""openTime"":""09:00"",""closeTime"":""20:00"",""totalOpenHours"":11},{""calendarDate"":""2022-10-26"",""dayOfWeek"":""Wednesday"",""openTime"":""09:00"",""closeTime"":""20:00"",""totalOpenHours"":11}]",967.27
90,"0090","Ellsworth Outlet Store",,"{""addressLine1"":""150 High Street"",""city"":""Ellsworth"",""jurisdictionCode"":""ME"",""postalCode"":""04605""}","1-207-667-7753","{""latitude"":44.53709477,""longitude"":-68.41199381}","America/New_York","Outlet",false,false,false,"Ellsworth Outlet Store","[{""calendarDate"":""2022-10-20"",""dayOfWeek"":""Thursday"",""openTime"":""09:00"",""closeTime"":""20:00"",""totalOpenHours"":11},{""calendarDate"":""2022-10-21"",""dayOfWeek"":""Friday"",""openTime"":""09:00"",""closeTime"":""20:00"",""totalOpenHours"":11},{""calendarDate"":""2022-10-22"",""dayOfWeek"":""Saturday"",""openTime"":""09:00"",""closeTime"":""20:00"",""totalOpenHours"":11},{""calendarDate"":""2022-10-23"",""dayOfWeek"":""Sunday"",""openTime"":""09:00"",""closeTime"":""20:00"",""totalOpenHours"":11},{""calendarDate"":""2022-10-24"",""dayOfWeek"":""Monday"",""openTime"":""09:00"",""closeTime"":""20:00"",""totalOpenHours"":11},{""calendarDate"":""2022-10-25"",""dayOfWeek"":""Tuesday"",""openTime"":""09:00"",""closeTime"":""20:00"",""totalOpenHours"":11},{""calendarDate"":""2022-10-26"",""dayOfWeek"":""Wednesday"",""openTime"":""09:00"",""closeTime"":""20:00"",""totalOpenHours"":11}]",984.82
1270,"1270","Park City Retail Store","The Kimball On Main","{""addressLine1"":""675 Main Street"",""city"":""Park City"",""jurisdictionCode"":""UT"",""postalCode"":""84060""}","1-888-292-3915","{""latitude"":40.64645604,""longitude"":-111.4976155}","America/Denver","Retail",false,false,false,"The Kimball On Main","[]",1208.89
